user_id,table,algorithm,step,median_abs_delta,p25_abs_delta,p75_abs_delta,p95_abs_delta,frac_changed,n
U132,oref_v7,ukf,update@outlier,31.817031363252397,22.46865689271864,68.09343695670412,123.15110060037689,1.0,145
U135,oref_v7,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,22351
U135,oref_v7,aaps_exponential,filter,1.0,1.0,3.0,7.0,0.7666323654422621,22351
U135,oref_v7,ukf,predict,1.9916200120856047,0.797867825069261,4.369599481470345,11.372558512922625,0.9999551529285138,22298
U135,oref_v7,ukf,update,1.32173822041608,0.5299920155355551,2.9039276403033796,7.641224051129797,1.0,22298
U135,oref_v7,ukf,rts,0.0,0.0,0.0,0.0,0.0,22298
U135,oref_v7,ukf,update@outlier,25.284057312989773,17.253558381747382,56.32352238332679,82.23556965267605,1.0,37
U138,oref_v7,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,446667
U138,oref_v7,aaps_exponential,filter,1.0,0.0,2.0,5.0,0.7263151296155749,446667
U138,oref_v7,ukf,predict,1.6186581584684063,0.7049223629530843,3.2603222741106492,8.08735235933791,0.99999326372516,445350
U138,oref_v7,ukf,update,1.073788706476094,0.46801242097322415,2.1639057950482794,5.386402022937888,0.99999326372516,445350
U138,oref_v7,ukf,rts,0.0,0.0,0.0,0.0,0.00011002582238688672,445350
U138,oref_v7,ukf,update@outlier,27.485043279853834,20.10331473617771,69.11619997785026,104.3149411645771,1.0,80
U139,oref_v7,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,22245
U139,oref_v7,aaps_exponential,filter,2.0,1.0,4.0,9.0,0.816543043380535,22245
U139,oref_v7,ukf,predict,3.024504567128588,1.282786318728597,6.341653711056097,16.033015927537463,0.9999547838668837,22116
U139,oref_v7,ukf,update,1.9903046726410167,0.8459363801002748,4.169288079204222,10.5604651157788,1.0,22116
U139,oref_v7,ukf,rts,0.0,0.0,0.0,0.0,0.009857117019352504,22116
U139,oref_v7,ukf,update@outlier,29.737715411687518,22.492476946154255,63.11831412575711,120.05221770211793,1.0,50
U141,oref_v7,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,37314
U141,oref_v7,aaps_exponential,filter,1.0,1.0,3.0,7.0,0.7845848743099105,37314
U141,oref_v7,ukf,predict,2.1079799287608694,0.9224814518502171,4.3387903028815344,10.86725262638338,0.9999731132202296,37193
U141,oref_v7,ukf,update,1.400141613092842,0.6114762929269375,2.879616458649366,7.259716279634739,1.0,37193
